,name,type,publisher,synopsis,released,img_link,avg_rating,qtd_rating
188,O Assassino Americano,filme,-,Um assassino a sangue frio é designado a fazer amizade e obter informações de uma garota de programa. Mas seu mundo vem abaixo quando ele é forçado a matá-la. O que faz um homem quando está encurralado de todos os lados?,2021-03-05,https://image.tmdb.org/t/p/original/yApYYf92j8OgCQyMQNTFbxRrTbU.jpg,6.3,16
189,A Guerra do Amanhã,filme,-,"Em 2051, a humanidade está perdendo uma guerra global contra uma espécie mortal de alienígenas. Para garantir a sobrevivência dos humanos, soldados e civis do presente são transportados para o futuro e se juntam à luta, entre eles Dan Forester, um pai de família determinado a salvar o mundo para sua filha.",2021-07-02,https://image.tmdb.org/t/p/original/lWQ3hI78Az2RHfzDpEuvougqUz7.jpg,8.1,4679
190,Feitiço das Trevas,filme,-,"Dark Spell é a história de uma garota chamada Zhenya que sofre por estar apaixonada pelo marido que a deixou, então ela decide trazê-lo de volta. A heroína desesperada lança um feitiço chamado “” Casamento Negro ””, que é um ritual mágico conhecido por seu grande poder e irreversibilidade. Depois do ritual, seu amado marido retorna, embora seu amor se torne mais uma obsessão: ele está até pronto para matar Zhenya, para não dá-la a ninguém. Quando o marido enlouquecido morre, o encanto não cessa: porque nem mesmo a morte separará aqueles que foram prometidos pelo demônio do casamento negro.",2021-02-11,https://image.tmdb.org/t/p/original/sLhOhD3Gorcd8EKhREaVcRRM1Au.jpg,7.2,37
191,Halloween Kills: O Terror Continua,filme,-,"Laurie Strode acredita que enfim venceu a luta contra Michael Myers, mas é surpreendida pelo seu retorno. Determinada a pôr um ponto final em seus ataques, ela e outros sobreviventes decidem enfrentá-lo e acabar com o ciclo de uma vez por todas.",2021-10-14,https://image.tmdb.org/t/p/original/4NphuHmnuROLqCjAEr5LS7Aage6.jpg,6.9,1292
192,My Hero Academia: Ascensão dos Heróis,filme,-,"Izuku, Bakugo e o resto dos alunos da Turma A da Academia de Heróis terão que unir forças mais uma vez para enfrentar o vilão, Nine.",2019-12-20,https://image.tmdb.org/t/p/original/Ar8jquseIADaFtMH6dQpskLwDYf.jpg,8.4,828
193,Jungle Cruise,filme,-,"O destemido capitão Frank Wolff e a intrépida pesquisadora Lily Houghton se aventuram pela Amazônia a bordo da peculiar embarcação La Quila. Determinados a encontrar uma árvore cujos poderes de cura podem mudar o futuro da medicina, nem mesmo as águas perigosas e as forças sobrenaturais que enfrentam pelo caminho poderão detê-los. Mas os riscos aumentam ainda mais conforme os segredos da árvore se revelam, o destino de Lily e Frank e também de toda a humanidade está em jogo.",2021-07-28,https://image.tmdb.org/t/p/original/9E76j2DcQv8LdbX1Wa9jpbDBfw1.jpg,7.7,3435
194,The Seven Deadly Sins: Cursed by Light,filme,-,Meliodas e seus amigos entram em ação novamente quando a nova era de paz é ameaçada por uma poderosa aliança mágica que pode acabar com tudo.,2021-07-02,https://image.tmdb.org/t/p/original/gtiNyP9BoQmPzjeDhvofUtUxpJV.jpg,8.1,235
195,O Espetacular Homem-Aranha 2: A Ameaça de Electro,filme,-,"O jovem Peter Parker está fascinado com as habilidades que adquiriu como Homem-Aranha. Agora, ele precisa lidar com dois problemas: o retorno de um velho amigo, Harry Osborn, e a chegada de um vilão mais forte e poderoso, Electro.",2014-04-16,https://image.tmdb.org/t/p/original/lDbcaBs1IdBZccCM1R417XmPxKF.jpg,6.4,9974
196,Naruto Shippuden: O Filme,filme,-,"Demônios que antes quase destruíram o mundo, agora foram libertados por alguém. Para evitar a destruição, os demônios devem ser novamente selados e trancados, e a única pessoa capaz de fazer isto é uma menina chamada Shion. Ela vem do país do demônio e é capaz de duas coisas: prever a morte de pessoas e também selar demônios. Desta vez, a missão de Naruto é proteger Shion, mas ela prevê a morte dele.",2007-08-04,https://image.tmdb.org/t/p/original/vaEX9f8ud7iF0G7EoyGxAyRNV1p.jpg,7.2,390
197,Zone 414,filme,-,"Zona 414 se passa em um futuro próximo em uma colônia de robôs humanóides de última geração. Quando a filha de seu criador desaparece, ele contrata o investigador particular David Carmichael para trazê-la para casa. David se junta a Jane, uma IA altamente avançada e autoconsciente, para rastrear a filha desaparecida.",2021-09-03,https://image.tmdb.org/t/p/original/wIm5S6Blkb0qDMTGVu80VWSrQV1.jpg,5.6,101
198,Cruella,filme,-,"Na Londres dos anos 70 em meio à revolução do punk rock, Estella, uma garota inteligente e criativa determinada a fazer um nome para si através de seus designs. Ela faz amizade com uma dupla de jovens ladrões e, juntos, constroem uma vida para si nas ruas de Londres. Um dia, o talento de Estella para a moda chama a atenção da Baronesa Von Hellman, uma lenda fashion que é devastadoramente chique e assustadora. Mas o relacionamento delas desencadeia um curso de eventos e revelações que farão com que Estella abrace seu lado rebelde e se torne a Cruella má, elegante e voltada para a vingança.",2021-05-26,https://image.tmdb.org/t/p/original/rRYNGhcAZlTfIUS7iFoF4H9iDbc.jpg,8.2,6050
199,Richard Osman's House of Games,serie,-,,2017-09-04,https://image.tmdb.org/t/p/original/g1D2iBtf39IdPGBNB6Nsy6oJRXr.jpg,4.7,6
200,Malverde: El Santo Patrón,serie,-,,2021-09-28,https://image.tmdb.org/t/p/original/67treAktbvtXLdwRhtlPjPvV60J.jpg,7.3,3
201,The Good Doctor: O Bom Doutor,serie,-,"Um jovem médico com autismo começa a trabalhar em um famoso hospital. Além dos desafios da profissão, ele terá também que provar sua capacidade a seus colegas e superiores.",2017-09-25,https://image.tmdb.org/t/p/original/jtLB7xJKcbekmOYkb5NZditBsgk.jpg,8.6,9838
202,Fundação,serie,-,"Inspirada nas obras de romance de Isaac Asimov, Foundation retrata a épica jornada espacial de um grupo de exilados tentando salvar a humanidade durante a queda do Império Galáctico.",2021-09-23,https://image.tmdb.org/t/p/original/qzM97zqip5u7qq88aBkiGRBdYXC.jpg,8.1,403
203,Sobrenatural,serie,-,"Os irmãos Dean e Sam vasculham o país em busca de atividades paranormais, brigando com demônios, fantasmas e monstros no caminho.",2005-09-13,https://image.tmdb.org/t/p/original/ovFzkkKknAo2SbM2DfOabxRvzmy.jpg,8.2,5584
204,4400,serie,-,"A trama segue 4400 pessoas que desaparecem sem deixar rastros nos últimos cem anos e todos retornam em um instante, sem terem envelhecido e sem memórias sobre o que aconteceu com eles. Enquanto o governo se apressa em analisar potenciais ameaçadas e conter a história, os 4400 devem lidar com o fato de que eles retornaram com algumas… atualizações. E com a crescente certeza que eles voltaram por uma razão específica.",2021-10-25,https://image.tmdb.org/t/p/original/nTYDhLtHffPAJKWn2w8sfnYhLwt.jpg,6.6,32
205,Noovo Le Fil 17,serie,-,,2021-03-29,https://image.tmdb.org/t/p/original/ppPQS4XAUTguEVKWl4HRye4H7BU.jpg,1.3,3
206,Acapulco,serie,-,"Em 1984, o sonho de Maximo Gallardo se torna realidade quando ele conquista o emprego dos seus sonhos no resort mais badalado de Acapulco. Mas ele logo percebe que trabalhar lá será muito mais complicado do que ele imaginava.",2021-10-08,https://image.tmdb.org/t/p/original/9biFnd1kx1uhc7CDTGISHN9PSno.jpg,7.2,153
207,The Walking Dead: Um Novo Universo,serie,-,A série acompanha a primeira geração de jovens que cresceu no mundo pós-apocalíptico de The Walking Dead.,2020-10-04,https://image.tmdb.org/t/p/original/iJc0W299BpNyfHVPSVV4goFZ3pq.jpg,7.7,863
208,Amor Amor,serie,-,"Esta é a história de uma mulher que se apaixonou e foi traída. Sua amada teve sucesso às custas de uma canção que a roubou, enquanto ela era forçada a lutar pela sobrevivência, longe de sua terra natal. É também a história de uma menina forçada a amadurecer rapidamente, a criar sua filha, sem saber que, afinal, não era sua filha que ela estava criando ...",2021-01-04,https://image.tmdb.org/t/p/original/wksRAOMoyHDxJWSW6bG4MyECW9G.jpg,3.2,23
209,Legados,serie,-,"Hope Mikaelson, descendente da linhagem mais poderosa de vampiros, lobisomens e bruxas, frequenta a Escola Salvatore para Jovens e Superdotados, um refúgio onde ela pode aprender a controlar suas habilidades e impulsos sobrenaturais.",2018-10-25,https://image.tmdb.org/t/p/original/roFJeeBbcFYCaTfmKaCQ7wtCT5l.jpg,8.5,2256
210,Entre Laços,serie,-,"Allegra sonha em fazer parte da companhia de teatro musical Eleven O'clock. Sua avó, Cacau, tem um relacionamento complicado com sua filha Caterina, a mãe de Allegra. A vida de Allegra muda completamente quando ela encontra uma misteriosa pulseira que a envia para 1994, ano em que Caterina tinha sua idade e dava seus primeiros passos na Eleven O'clock. Será que Allegra consegue mudar o passado?",2021-11-12,https://image.tmdb.org/t/p/original/1bi6JOuuY5DL4hiriG0TMeiyW0o.jpg,7.8,32
211,PBS NewsHour,serie,-,,1975-10-20,https://image.tmdb.org/t/p/original/rhd0rmg0dd4foBJJxiPzFKLon89.jpg,5.8,30
212,O Jogo das Chaves,serie,-,"O jogo das chaves é uma comédia sobre monogamia a longo prazo, auto-realização e desejo. A série segue quatro casais duradouros que são amigos e que decidem ser swingers entre eles.",2019-08-16,https://image.tmdb.org/t/p/original/2cMy9qphoOLJjYJJJQBBul0d94q.jpg,7.5,1481
213,Alix et les merveilleux,serie,-,,2019-09-09,https://image.tmdb.org/t/p/original/38Wm4JiOtajqDOWdjlfesp5T2jE.jpg,4.3,3
214,"Marry Me, Marry You",serie,-,,2021-09-13,https://image.tmdb.org/t/p/original/7qZUC0AQmSi7pxNP6cH3swkb8Is.jpg,5.0,2
215,Dan Brown - O Símbolo Perdido,serie,-,"Chamado por seu amigo Peter Solomon para dar uma palestra em Washington, Robert Langdon viaja até a capital americana, mas ao entrar no palco para iniciar a palestra descobre que tudo aquilo foi uma forma de atraí-lo até ali para iniciar uma busca por um antigo portal místico que tornaria possível a Apoteose.",2021-09-16,https://image.tmdb.org/t/p/original/rc99fLHeOH4QBROUzAyPeKCvt6T.jpg,7.8,126
216,South Park,serie,-,"Série animada que satiriza com muito humor negro a sociedade estadounidense ao apresentar situações bizarras e surreais protagonizadas por Stan, Kyle, Eric e Kenny, as crianças mais travessas de South Park.",1997-08-13,https://image.tmdb.org/t/p/original/iiCY2QIGSnmtVkIdjkKAfwDs0KF.jpg,8.3,2674
217,Eu Sei o Que Vocês Fizeram no Verão Passado,serie,-,"Em uma cidade cheia de segredos, um grupo de adolescentes é perseguido por um misterioso assassino, um ano após um acidente fatal em sua noite de formatura.",2021-10-14,https://image.tmdb.org/t/p/original/vKuL46GnkOPdLoArUUBihC4YSjv.jpg,7.5,83
218,Dr. Brain,serie,-,Prepare-se para uma jornada alucinante ao lado de um neurocientista genial que navega pelas memórias das outras pessoas em busca da verdade.,2021-11-03,https://image.tmdb.org/t/p/original/nxfyXDghW2SbQbwRen6uh12OzXV.jpg,8.2,18
219,Dragon Ball Heroes,serie,-,"Trunks retorna do futuro para treinar com Goku e Vegeta. No entanto, desaparece sem aviso prévio. Então o misterioso Fu aparece, dizendo que Trunks foi aprisionado no Planeta da Prisão, um complexo misterioso em um lugar desconhecido nos universos. O grupo procura das esferas do dragão para libertar Trunks, mas uma batalha sem fim espera por eles! Goku e os outros vão resgatar Trunks e escapar do Planeta da Prisão?",2018-07-01,https://image.tmdb.org/t/p/original/8jq6xv5c1WK7KAPOXCsodm8eUxp.jpg,7.5,2281
220,A Serra,serie,-,,2021-02-22,https://image.tmdb.org/t/p/original/gRLg1EvJ0a3JHa2fWzgUks4kb5f.jpg,3.4,21
221,Profecia do Inferno,serie,-,"Quando o mundo é invadido por criaturas sobrenaturais que condenam as pessoas ao inferno, um grupo religioso afirma ser a justiça divina.",2021-11-19,https://image.tmdb.org/t/p/original/2WXkCvmhWq0XI585XAbBTpkptAU.jpg,7.8,225
222,"Peaky Blinders: Sangue, Apostas e Navalhas",serie,-,"Thomas Shelby e seus irmãos retornam a Birmingham depois de servir no exército britânico durante a Primeira Guerra Mundial. Os Peaky Blinders, a gangue na qual Thomas é líder, controlam a cidade de Birmingham. Mas, como as ambições de Shelby se estendem para além de Birmingham, ele planeja construir o império de negócios que criou e impedir qualquer um que atrapalhar.",2013-09-12,https://image.tmdb.org/t/p/original/i0uajcHH9yogXMfDHpOXexIukG9.jpg,8.6,4435
223,Naruto Shippuden,serie,-,"Naruto Shippuden ocorre 2 anos e meio após Naruto ter ficado para  treinar com Jiraiya. Após seu retorno, Naruto descobre que seus amigos  shinobi's o superaram na classificação, e ele caiu para trás. No  entanto, com apenas 6 meses para resgatar Sasuke, Naruto tem de  enfrentar inimigos ainda mais perigosos. O plano da Akatsuki se revela  lentamente e os perigos surgem mais do que nunca!",2007-02-15,https://image.tmdb.org/t/p/original/qOxedwaJzdms2alAmIEHEnDeDzg.jpg,8.6,6233
224,Dragon Ball Z,serie,-,"Cinco anos após vencer o Torneio Mundial de Artes Marciais, Goku tem uma vida pacífica com sua esposa e filho. No entanto, isso muda com a chegada de um misterioso inimigo chamado Raditz, que se apresenta como o irmão perdido de Goku e revela que ele é um guerreiro da raça Saiyan, e que originalmente foi enviado à Terra para conquista-la. Com sua tentativa fracassada de recrutar Goku como aliado, Raditz adverte Goku e seus amigos de que uma nova ameaça se aproxima rapidamente da Terra, uma que poderia mergulhar o planeta em um conflito intergaláctico e fazer os próprios céus tremerem. Uma guerra será travada pelas esferas místicas do dragão, e somente os mais fortes sobreviverão.",1989-04-26,https://image.tmdb.org/t/p/original/f2zhRLqwRLrKhEMeIM7Z5buJFo3.jpg,8.2,2778
225,Lei & Ordem: Unidade de Vítimas Especiais,serie,-,"Detetives que fazem parte da Unidade de Vítimas Especiais da polícia de Nova York investigam crimes de natureza sexual, como estupros, em que a vítima sobrevive, e auxilia as autoridades na investigação.",1999-09-20,https://image.tmdb.org/t/p/original/vVK1fXFEDjvwBJW6PEeuJUgRLxk.jpg,7.9,2692
226,The Daily Show with Trevor Noah,serie,-,"The Daily Show é um programa estadunidense de notícias que satiriza sobretudo a política norte-americana. O programa começou em 1996 e era originalmente apresentado por Craig Killborn. Jon Stewart, que substituiu Killborn em 1999, apresentou o programa até agosto de 2015. Em setembro do mesmo ano o show foi assumido por Trevor Noah.",1996-07-22,https://image.tmdb.org/t/p/original/xyaQj8PAHxPmvh3W7TZBRHLvViA.jpg,6.4,365
227,Judge Jerry,serie,-,,2019-09-09,https://image.tmdb.org/t/p/original/54iJ45FF2m9jNsioGltHypVlvKh.jpg,4.5,2
228,I'm a Celebrity Get Me Out of Here!,serie,-,,2002-08-25,https://image.tmdb.org/t/p/original/vkRGDGi1QsKs5QMd8OYiipgaP8F.jpg,5.9,23
229,Naruto,serie,-,"Momentos antes do nascimento de Naruto Uzumaki, um enorme demônio conhecido como o Kyuubi, a Raposa de Nove Caudas, atacou o vilarejo da folha oculta Konoha, causando destruição. Para pôr fim à devastação de Kyuubi, o líder da aldeia, o quarto Hokage, sacrificou sua vida e selou o monstruoso animal dentro do recém-nascido Naruto. Agora, Naruto é um ninja hiperativo e cabeça dura que ainda vivem em Konoha. Evitado pelos demais habitantes por causa da Kyuubi dentro dele, Naruto se esforça para encontrar seu lugar na aldeia, enquanto o seu ardente desejo de se tornar o Hokage de Konoha o leva a conhecer alguns grandes novos amigos, e também alguns inimigos mortais.",2002-10-03,https://image.tmdb.org/t/p/original/mErFfyQuQ9kkbsR30d8CkZf0Z6s.jpg,8.4,4162
230,Vikings,serie,-,"Ragnar Lothbrok, um jovem que se considera descendente de Odin, é um guerreiro, fazendeiro e chefe de família. Visionário e sonhando viver diversas aventuras, ele acredita que as riquezas sonhadas por seu povo encontram-se além do mar Báltico. Mas para conseguir conquistá-las ele precisa convencer Earl Haraldson, o líder de seu povo, a permitir que ele e seus guerreiros viagem em direção à Inglaterra.",2013-03-03,https://image.tmdb.org/t/p/original/oktTNFM8PzdseiK1X0E0XhB6LvP.jpg,8.1,4995
231,Lucifer,serie,-,"Entediado com a vida nas trevas, o diabo se muda para Los Angeles, abre um piano-bar e empresta sua sabedoria a uma investigadora de assassinatos.",2016-01-25,https://image.tmdb.org/t/p/original/hdKxcoV5CFc3sGOmbGXDXbx1cTZ.jpg,8.5,11074
232,Rick e Morty,serie,-,"Rick é um velho mentalmente desequilibrado, mas cientificamente talentoso que se reconectou recentemente com sua família. Ele passa a maior parte do tempo envolvendo o jovem neto Morty em aventuras perigosas e estranhas no espaço e em universos alternativos. Compostos à vida familiar já instável de Morty, esses eventos causam muito sofrimento a Morty em casa e na escola.",2013-12-02,https://image.tmdb.org/t/p/original/vfsd8YnUkoC8zyM1DDzYWkmYuSN.jpg,8.8,5793
233,Mil Colmilhos,serie,-,"Durante uma missão, um batalhão militar é aterrorizado por forças sobrenaturais. Pra dar mais medo: eles estão no meio da Floresta Amazônica.",2021-10-28,https://image.tmdb.org/t/p/original/1UOGZ3kiqqimS7y9v3Otbk5tbUN.jpg,7.5,99
234,Wheel of Fortune,serie,-,,1983-09-19,https://image.tmdb.org/t/p/original/2fvAIyVfFHQdhJ7OsJWuMlF7836.jpg,7.2,34
235,Round 6,serie,-,"Centenas de jogadores falidos aceitam um estranho convite para um jogo de sobrevivência. Um prêmio milionário aguarda, mas as apostas são altas e mortais.",2021-09-17,https://image.tmdb.org/t/p/original/6gcHdboppvplmBWxvROc96NJnmm.jpg,7.8,9248
236,Os 100,serie,-,"Quase 100 anos após um apocalipse nuclear devastar a Terra, 100 sobreviventes de uma estação espacial voltam para avaliar as condições do planeta.",2014-03-19,https://image.tmdb.org/t/p/original/cfhfcEt4bOXuVZkTC0nNBpqqiWb.jpg,7.9,6681
237,A Roda do Tempo,serie,-,"As vidas de cinco jovens camponeses mudam para sempre quando uma mulher estranha e poderosa chega dizendo que um deles é a criança de uma antiga profecia, com o poder de alterar o equilíbrio entre Luz e Trevas para sempre. Eles precisam decidir se confiam na desconhecida – e uns nos outros – para mudar o destino do mundo antes que o Tenebroso consiga se libertar de sua prisão.",2021-11-18,https://image.tmdb.org/t/p/original/5LKxmsgkBSbwGJkNOnYgD9gzS87.jpg,8.0,373
238,Maradona: Conquista de um Sonho,serie,-,"30 de outubro de 1960, em Lanús - Argentina, nasce uma das maiores lendas do futebol mundial: Diego Armando Maradona. Acompanhe a trajetória do ex-jogador argentino em diferentes momentos, da juventude à vida adulta.",2021-10-29,https://image.tmdb.org/t/p/original/yRPignkKlzde0SDRkXwbPn80nFa.jpg,7.6,396
239,Diários de um Vampiro,serie,-,"Elena tenta sobreviver entre os seres sobrenaturais que vivem em segredo. Ela se apaixona pelo misterioso Stefan, mas o retorno do seu irmão, Damon, ameaça essa paixão.",2009-09-10,https://image.tmdb.org/t/p/original/pjXEIzJdXskyHdgih4YrpsWl4A.jpg,8.3,6734
240,Jujutsu Kaisen,serie,-,"Jujutsu Kaisen Yuji é um gênio do atletismo, mas não tem interesse algum em ficar correndo em círculos. Ele é feliz como membro no Clube de Estudo de Fenômenos Psíquicos. Apesar de estar no clube apenas por diversão, tudo fica sério quando um espírito de verdade aparece na escola! A vida está prestes a se tornar muito interessante na Escola Sugisawa…",2020-10-03,https://image.tmdb.org/t/p/original/eGYaVtwWInTzAT6HOGyAj1BTqnB.jpg,8.5,1715
241,मीत,serie,-,,2021-08-23,https://image.tmdb.org/t/p/original/9X7FovF5n8NQUHUPJYYfxRlF3yp.jpg,2.6,4
242,El cartel de los sapos: El origen,serie,-,"Em Cali nas décadas de 1970 e 1980, dois irmãos tentam se dividir entre a família, os romances e uma grande ambição: dominar a indústria das drogas na Colômbia.",2021-07-28,https://image.tmdb.org/t/p/original/A17Rt6BLHno0puR1QXbsSKhBfA4.jpg,7.9,203
243,अनुपमा,serie,-,"Anupama teve que se sacrificar muito para se tornar uma esposa, nora e mãe ideal. Depois de uma compreensão amarga, ela decide viver em seus próprios termos.",2020-07-13,https://image.tmdb.org/t/p/original/9R4Qtm01pNh0CzdoIyvHKefe5RL.jpg,4.7,21
244,Invasão,serie,-,"Uma visita extraterrestre ameaça a existência humana. Os impactos a dessa chegada são acompanhados em tempo real por cinco pessoas comuns. Em cantos diferentes do planeta, elas tentam encontrar sentido em meio ao caos.",2021-10-21,https://image.tmdb.org/t/p/original/2faxNZj5iHQOiDdPzCHCDvjTEnW.jpg,7.5,331
245,Let's Make a Deal,serie,-,,2009-10-05,https://image.tmdb.org/t/p/original/442auOYe7ovoMWk3fbKG5tFJuml.jpg,1.0,1
246,Sem Seios Há Paraíso,serie,-,Uma jovem nascida em uma cidade controlada pela máfia busca vingança contra aqueles que injustamente prejudicaram e prenderam sua família.,2016-07-19,https://image.tmdb.org/t/p/original/7lBJ6lOS0uQqsH13U9iMTikawQS.jpg,7.5,2381
247,Gavião Arqueiro,serie,-,"O ex-vingador Clint Barton tem uma missão aparentemente simples: voltar para sua família no Natal. Será possível? Talvez com a ajuda de Kate Bishop, uma arqueira de 22 anos que sonha em se tornar uma super-heroína. Os dois são forçados a trabalhar juntos quando uma presença do passado de Barton ameaça descarrilar muito mais do que o espírito festivo.",2021-11-24,https://image.tmdb.org/t/p/original/62qfVDg4VK3kqZFxrRztPqSbal4.jpg,8.7,492
248,My Name,serie,-,"Em busca de respostas sobre a morte do pai, Jiwoo se infiltra em um cartel de drogas e vira informante da polícia. Enquanto executa sua vingança, ela descobre duras verdades.",2021-10-15,https://image.tmdb.org/t/p/original/ncAKKmr1sfFhQvn6LeGTY2QBge.jpg,8.4,279
249,La Casa de Papel,serie,-,"Um homem misterioso que atende pelo nome de El Profesor, está planejando o maior assalto do século. A fim de realizar o ambicioso plano ele recruta uma gangue de oito pessoas com certas habilidades que não tem nada a perder. O objetivo é infiltrar na Casa da Moeda, de modo que eles possam imprimir 2,4 bilhões de euros. Para fazer isso eles precisam de onze dias de reclusão, durante o qual eles vão ter que lidar com sessenta e sete reféns e as forças da Polícia de Elite, com cenas de muita ação e planos brilhantes de El Profesor.",2017-05-02,https://image.tmdb.org/t/p/original/yVUAfbrP5HDJugXraB7KQS0yz6Z.jpg,8.3,15024
250,Um Lugar ao Sol,serie,-,"Separados desde pequenos, os gêmeos Christian e Renato crescem em realidades opostas. Quando finalmente se encontram, uma reviravolta muda a vida de Christian e de todos ao seu redor.",2021-11-08,https://image.tmdb.org/t/p/original/14vpsRup5OVxiPffluPql7awNhU.jpg,10.0,1
251,O Mentalista,serie,-,"Patrick Jane é famoso por sua habilidade de alta percepção de tudo que está ao seu redor. Ele já quase foi uma celebridade, alegando ser médium vidente, mas agora admite que fingia ter poderes paranormais. Com sua grande habilidade de observação, Patrick trabalha como consultor independente para as autoridades da Califórnia, resolvendo um número considerável de crimes complicados.",2008-09-23,https://image.tmdb.org/t/p/original/d1ZcT5tHzUeQ7zgYecOVoWxH9FL.jpg,8.4,2475
252,People Puzzler,serie,-,,2021-01-18,https://image.tmdb.org/t/p/original/gELQSCY5KKIGQAmOHbcgcRGNlp5.jpg,6.0,3
253,Bluey,serie,-,As aventuras na vida de um filhote de cachorro Boiadeiro-australiano azul enquanto ele se diverte com sua família e amigos em situações cotidianas.,2018-10-01,https://image.tmdb.org/t/p/original/9p4pNoGcuyCfHcGWKNrTopqMWtq.jpg,8.3,12
254,Noovo Le Fil Québec,serie,-,,2021-03-29,https://image.tmdb.org/t/p/original/kdpM5Iz37EWi6hRMWZvrQRxTpEF.jpg,10.0,1
255,Suits: Homens de Terno,serie,-,"Mesmo sem se formar e sem licença para advogar, um jovem brilhante impressiona um importante advogado e consegue uma cobiçada posição em sua firma.",2011-06-23,https://image.tmdb.org/t/p/original/ubEYUaE1EOBnSgb1OteAeGJP1E5.jpg,8.1,2753
256,Miraculous: As Aventuras de LadyBug,serie,-,"Ladybug é uma heroína que tem a missão de defender Paris de um vilão misterioso. Junto com o parceiro Cat Noir, eles devem conciliar o dia a dia com a vida de super-heróis.",2015-10-19,https://image.tmdb.org/t/p/original/jROnM4gMSJlsfZpMighHuWeZt42.jpg,8.0,3295
257,The Flash,serie,-,Um perito forense desperta de um coma com poderes especiais que serão postos à prova na luta contra forças que ameaçam a cidade.,2014-10-07,https://image.tmdb.org/t/p/original/lJA2RCMfsWoskqlQhXPSLFQGXEJ.jpg,7.8,8850
258,La Brea,serie,-,"Quando um enorme poço se abre misteriosamente em Los Angeles, ele divide uma família ao meio, separando mãe e filho de pai e filha. Quando parte da família se encontra em um inexplicável mundo primitivo, ao lado de um grupo distinto de estranhos, eles devem trabalhar para sobreviver e descobrir o mistério de onde estão e se há um caminho de volta para casa.",2021-09-28,https://image.tmdb.org/t/p/original/nsoRsiUEakEO7VMIoa6Jkw4cPHs.jpg,7.4,164
259,Fear the Walking Dead,serie,-,"Ambientada em Los Angeles, a série mostra o começo do apocalipse zumbi e a temível desintegração da sociedade pelos olhos de uma família disfuncional, que precisa se unir para tentar sobreviver ao caos do fim dos tempos.",2015-08-23,https://image.tmdb.org/t/p/original/vUxU39JvOHCsMhPlQTZfPWiw6sE.jpg,7.7,3900
260,Pablo Escobar: O Senhor do Tráfico,serie,-,"Acompanhe a vida do famoso Pablo Escobar, que ascendeu de ladrão a chefe de um grande império do tráfico, nesta série eletrizante.",2012-05-28,https://image.tmdb.org/t/p/original/jZqm7HFuxfH9P0LFjQZ8nzrCUHP.jpg,7.6,2691
261,Dexter: New Blood,serie,-,"Longe de sua vida antiga, Dexter se refugiou em uma pequena cidade e adotou uma identidade falsa. Ele leva uma vida tranquila até que um serial killer aparece no local, forçando-o a reviver seu antigo eu.",2021-11-07,https://image.tmdb.org/t/p/original/9EBKgrFIsCFSV1RZKWhYUdbtGiv.jpg,8.6,247
262,घुम है किसिकी प्यार में,serie,-,,2020-10-05,https://image.tmdb.org/t/p/original/uNjnoT3RChs2r7O9pDyx7TNBvIj.jpg,6.0,6
263,Chucky,serie,-,"Depois que um boneco Chucky ""vintage"" aparece em uma venda de quintal, uma pequena e pacata cidade do interior norte americano é lançada no caos enquanto uma série de assassinatos horríveis começa a expor os segredos da localidade.",2021-10-12,https://image.tmdb.org/t/p/original/iF8ai2QLNiHV4anwY1TuSGZXqfN.jpg,8.0,2472
264,Day of the Dead,serie,-,Um grupo de seis estranhos vai-se unir para tentar sobreviver às primeiras 24 horas desta invasão assustadora de zombies,2021-10-15,https://image.tmdb.org/t/p/original/iBeWa2Ds2uCjTOlMikiBqETsS2X.jpg,7.0,58
265,Você,serie,-,"Obcecado por uma aspirante a escritora, um charmoso gerente de livraria lança mão de medidas extremas para entrar na vida dela.",2018-09-09,https://image.tmdb.org/t/p/original/jv1dRCYqJahexIMkR1iaVG5JAqW.jpg,8.2,1740
266,A Rainha do Fluxo,serie,-,"Dezessete anos após ser presa injustamente, uma compositora talentosa busca justiça contra os homens que causaram sua queda e mataram sua família.",2018-06-12,https://image.tmdb.org/t/p/original/fuVuDYrs8sxvEolnYr0wCSvtyTi.jpg,8.0,1170
267,Days of Our Lives,serie,-,,1965-11-08,https://image.tmdb.org/t/p/original/7Zm7epVFEovMEVLpM6FvrjhaNXn.jpg,6.4,87
268,Yellowstone,serie,-,"John Dutton tenta proteger seu rancho, o maior dos Estados Unidos, de um mundo corrupto.",2018-06-20,https://image.tmdb.org/t/p/original/43nVQqVsrshaOx9GfJq6JstsfCX.jpg,8.0,694
269,Cobra Kai,serie,-,"Esta sequência de Karate Kid pega 30 anos depois dos eventos do All Valley Karate Tournament de 1984 e encontra Johnny Lawrence em busca de redenção reabrindo o infame dojo de karate Cobra Kai . Isso reacende sua antiga rivalidade com o bem-sucedido Daniel LaRusso, que vem trabalhado para manter o equilíbrio em sua vida sem o seu mentor Miyagi.",2018-05-02,https://image.tmdb.org/t/p/original/5qMupAz4A9EN5Rutrkmov45mNXZ.jpg,8.1,3566
270,Breaking Bad: A Química do Mal,serie,-,"Ao saber que tem câncer, um professor passa a fabricar metanfetamina pelo futuro da família, mudando o destino de todos.",2008-01-20,https://image.tmdb.org/t/p/original/30erzlzIOtOK3k3T3BAl1GiVMP1.jpg,8.7,7945
271,Un souper presque parfait,serie,-,,2010-08-30,https://image.tmdb.org/t/p/original/yQQZftlDy11RD0i1whR6Lvn8f66.jpg,4.8,2
